7	2	2010-08-02.10:00:01	24	157	3
17	3	2010-08-02.10:00:06	22	149	3
3	1	2010-08-02.10:00:10	22	143	3
3	1	2010-08-02.10:00:15	20	143	3
2	1	2010-08-02.10:00:19	19	143	3
3	1	2010-08-02.10:00:24	17	143	3
2	1	2010-08-02.10:00:29	16	143	3
3	1	2010-08-02.10:00:33	15	143	3
2	1	2010-08-02.10:00:38	13	143	3
3	1	2010-08-02.10:00:42	12	143	3
2	1	2010-08-02.10:00:47	11	141	3
2	1	2010-08-02.10:00:51	10	141	3
3	1	2010-08-02.10:00:56	10	141	3
2	1	2010-08-02.10:01:00	10	141	3
23	4	2010-08-02.10:01:05	121	149	3
2	1	2010-08-02.10:01:10	111	143	3
3	1	2010-08-02.10:01:14	102	143	3
2	1	2010-08-02.10:01:19	94	143	3
3	1	2010-08-02.10:01:23	86	143	3
2	1	2010-08-02.10:01:28	79	143	3
2	1	2010-08-02.10:01:32	73	143	3
2	1	2010-08-02.10:01:37	67	143	3
2	1	2010-08-02.10:01:42	62	143	3
3	1	2010-08-02.10:01:46	57	141	3
2	1	2010-08-02.10:01:51	52	141	3
3	1	2010-08-02.10:01:55	52	141	3
2	1	2010-08-02.10:02:00	48	141	3
20	3	2010-08-02.10:02:04	44	147	3
2	1	2010-08-02.10:02:09	41	143	3
3	1	2010-08-02.10:02:13	37	143	3
1	0	2010-08-02.10:02:18	34	143	3
3	1	2010-08-02.10:02:23	32	143	3
2	1	2010-08-02.10:02:27	29	143	3
2	1	2010-08-02.10:02:32	27	143	3
3	1	2010-08-02.10:02:36	25	143	3
2	1	2010-08-02.10:02:41	22	143	3
3	1	2010-08-02.10:02:45	22	143	3
2	1	2010-08-02.10:02:50	21	141	3
3	1	2010-08-02.10:02:55	19	141	3
2	1	2010-08-02.10:02:59	25	141	3
22	3	2010-08-02.10:03:04	23	149	3
3	1	2010-08-02.10:03:08	22	143	3
4	2	2010-08-02.10:03:13	20	143	3
2	1	2010-08-02.10:03:17	18	143	3
2	1	2010-08-02.10:03:22	17	143	3
2	1	2010-08-02.10:03:26	15	143	3
2	1	2010-08-02.10:03:31	14	143	3
3	1	2010-08-02.10:03:36	14	143	3
2	1	2010-08-02.10:03:40	13	143	3
3	1	2010-08-02.10:03:45	12	143	3
2	1	2010-08-02.10:03:49	11	141	3
3	1	2010-08-02.10:03:54	10	141	3
2	1	2010-08-02.10:03:58	9	141	3
23	4	2010-08-02.10:04:03	8	149	3
3	1	2010-08-02.10:04:07	8	143	3
2	1	2010-08-02.10:04:12	7	143	3
3	1	2010-08-02.10:04:17	6	143	3
2	1	2010-08-02.10:04:21	6	143	3
3	1	2010-08-02.10:04:26	5	143	3
2	1	2010-08-02.10:04:30	5	143	3
2	1	2010-08-02.10:04:35	5	143	3
3	1	2010-08-02.10:04:39	5	143	3
2	1	2010-08-02.10:04:44	4	142	3
3	1	2010-08-02.10:04:49	4	140	3
2	1	2010-08-02.10:04:53	4	141	3
2	1	2010-08-02.10:04:58	3	140	3
17	3	2010-08-02.10:05:02	3	151	3
5	1	2010-08-02.10:05:07	3	147	3
2	1	2010-08-02.10:05:11	2	143	3
4	2	2010-08-02.10:05:16	2	142	3
3	1	2010-08-02.10:05:20	2	142	3
3	1	2010-08-02.10:05:25	2	142	3
2	1	2010-08-02.10:05:30	2	142	3
2	1	2010-08-02.10:05:34	2	142	3
2	1	2010-08-02.10:05:39	2	142	3
3	1	2010-08-02.10:05:43	9	143	3
2	1	2010-08-02.10:05:48	17	141	3
2	1	2010-08-02.10:05:52	15	141	3
2	1	2010-08-02.10:05:57	14	141	3
11	2	2010-08-02.10:06:02	13	157	3
13	3	2010-08-02.10:06:06	12	149	3
5	2	2010-08-02.10:06:11	11	143	3
2	1	2010-08-02.10:06:15	11	143	3
2	1	2010-08-02.10:06:20	10	143	3
3	1	2010-08-02.10:06:24	9	143	3
3	1	2010-08-02.10:06:29	8	143	3
3	1	2010-08-02.10:06:34	16	143	4
