25	10	2011-03-21.10:27:53	33	613	1
25	10	2011-03-21.10:28:13	38	615	1
25	10	2011-03-21.10:28:34	35	613	1
40	15	2011-03-21.10:28:54	33	613	1
35	15	2011-03-21.10:29:15	38	613	1
35	15	2011-03-21.10:29:35	41	607	1
30	10	2011-03-21.10:29:55	44	605	1
35	15	2011-03-21.10:30:16	70	607	1
35	15	2011-03-21.10:30:36	94	607	1
35	15	2011-03-21.10:30:56	103	603	1
30	10	2011-03-21.10:31:17	134	605	1
25	10	2011-03-21.10:31:37	110	605	1
30	15	2011-03-21.10:31:57	99	603	1
45	20	2011-03-21.10:32:18	71	605	1
30	10	2011-03-21.10:32:38	50	605	1
30	10	2011-03-21.10:33:01	42	605	3
25	10	2011-03-21.10:33:24	40	607	6
35	20	2011-03-21.10:33:45	35	615	1
55	25	2011-03-21.10:34:06	39	623	1
25	10	2011-03-21.10:34:26	48	617	1
35	15	2011-03-21.10:34:47	35	615	1
20	10	2011-03-21.10:35:07	31	615	1
35	15	2011-03-21.10:35:27	32	615	1
25	15	2011-03-21.10:35:48	23	605	1
30	10	2011-03-21.10:36:08	16	605	1
25	10	2011-03-21.10:36:28	12	605	1
40	10	2011-03-21.10:36:49	8	605	3
35	15	2011-03-21.10:37:12	12	607	3
20	10	2011-03-21.10:37:35	8	609	5
20	10	2011-03-21.10:37:56	12	613	1
25	10	2011-03-21.10:38:16	30	615	1
25	15	2011-03-21.10:38:37	29	617	1
30	15	2011-03-21.10:38:57	19	615	1
25	15	2011-03-21.10:39:17	20	615	1
30	15	2011-03-21.10:39:38	35	613	1
25	15	2011-03-21.10:39:58	31	605	1
40	20	2011-03-21.10:40:19	30	608	1
40	20	2011-03-21.10:40:39	21	605	1
45	20	2011-03-21.10:40:59	22	603	1
50	20	2011-03-21.10:41:21	51	607	3
60	30	2011-03-21.10:41:44	59	607	6
35	20	2011-03-21.10:42:07	39	607	6
105	60	2011-03-21.10:42:30	63	620	1
40	20	2011-03-21.10:42:50	45	613	1
50	20	2011-03-21.10:43:10	47	615	1
50	20	2011-03-21.10:43:31	40	615	1
35	20	2011-03-21.10:43:51	36	613	1
40	20	2011-03-21.10:44:12	52	615	1
