5	2	2011-03-21.10:27:53	33	613	1
4	2	2011-03-21.10:27:57	33	613	1
9	3	2011-03-21.10:28:01	38	623	1
6	2	2011-03-21.10:28:05	35	619	1
5	2	2011-03-21.10:28:09	32	615	1
5	2	2011-03-21.10:28:13	38	615	1
4	2	2011-03-21.10:28:17	35	615	1
5	2	2011-03-21.10:28:21	35	615	1
5	2	2011-03-21.10:28:26	32	615	1
5	2	2011-03-21.10:28:30	29	613	1
5	2	2011-03-21.10:28:34	35	613	1
4	2	2011-03-21.10:28:38	32	613	1
10	5	2011-03-21.10:28:42	32	617	1
6	2	2011-03-21.10:28:46	29	615	1
7	3	2011-03-21.10:28:50	27	613	1
8	3	2011-03-21.10:28:54	33	613	1
7	3	2011-03-21.10:28:58	38	611	1
10	3	2011-03-21.10:29:02	35	617	1
7	3	2011-03-21.10:29:06	35	613	1
7	3	2011-03-21.10:29:10	32	613	1
7	3	2011-03-21.10:29:15	38	613	1
6	3	2011-03-21.10:29:19	43	614	1
8	3	2011-03-21.10:29:23	39	607	1
6	2	2011-03-21.10:29:27	39	607	1
6	3	2011-03-21.10:29:31	36	607	1
7	3	2011-03-21.10:29:35	41	607	1
8	3	2011-03-21.10:29:39	38	607	1
5	2	2011-03-21.10:29:43	43	607	1
6	3	2011-03-21.10:29:47	39	605	1
5	2	2011-03-21.10:29:51	39	605	1
6	2	2011-03-21.10:29:55	44	605	1
6	2	2011-03-21.10:29:59	41	605	1
12	3	2011-03-21.10:30:03	37	614	1
7	3	2011-03-21.10:30:07	58	607	1
6	2	2011-03-21.10:30:12	58	607	1
7	3	2011-03-21.10:30:16	70	607	1
5	2	2011-03-21.10:30:20	72	607	1
5	2	2011-03-21.10:30:24	82	607	1
7	3	2011-03-21.10:30:28	76	607	1
5	2	2011-03-21.10:30:32	76	607	1
7	3	2011-03-21.10:30:36	94	607	1
5	2	2011-03-21.10:30:40	102	607	1
8	3	2011-03-21.10:30:44	94	605	1
7	3	2011-03-21.10:30:48	86	603	1
7	3	2011-03-21.10:30:52	103	603	1
7	3	2011-03-21.10:30:56	103	603	1
6	3	2011-03-21.10:31:00	95	603	1
11	4	2011-03-21.10:31:04	104	610	1
9	3	2011-03-21.10:31:09	119	605	1
7	3	2011-03-21.10:31:13	134	605	1
6	2	2011-03-21.10:31:17	134	605	1
5	2	2011-03-21.10:31:21	123	605	1
8	3	2011-03-21.10:31:25	113	605	1
6	2	2011-03-21.10:31:29	104	605	1
6	2	2011-03-21.10:31:33	120	605	1
5	2	2011-03-21.10:31:37	110	605	1
6	2	2011-03-21.10:31:41	110	605	1
6	2	2011-03-21.10:31:45	117	603	1
6	3	2011-03-21.10:31:49	108	603	1
7	3	2011-03-21.10:31:53	107	603	1
6	3	2011-03-21.10:31:57	99	603	1
9	3	2011-03-21.10:32:02	99	611	1
10	4	2011-03-21.10:32:06	91	609	1
6	2	2011-03-21.10:32:10	83	605	1
6	2	2011-03-21.10:32:14	77	605	1
9	4	2011-03-21.10:32:18	71	605	1
7	3	2011-03-21.10:32:22	71	605	1
9	3	2011-03-21.10:32:26	65	606	1
6	2	2011-03-21.10:32:30	60	605	1
5	2	2011-03-21.10:32:34	55	605	1
6	2	2011-03-21.10:32:38	50	605	1
7	2	2011-03-21.10:32:42	54	606	2
9	3	2011-03-21.10:32:47	54	605	3
7	3	2011-03-21.10:32:51	50	605	3
8	3	2011-03-21.10:32:56	46	605	3
6	2	2011-03-21.10:33:01	42	605	3
13	6	2011-03-21.10:33:05	39	613	6
6	2	2011-03-21.10:33:10	52	608	6
6	3	2011-03-21.10:33:14	48	607	6
6	3	2011-03-21.10:33:19	44	607	6
5	2	2011-03-21.10:33:24	40	607	6
6	2	2011-03-21.10:33:28	45	607	6
7	4	2011-03-21.10:33:33	41	609	5
16	9	2011-03-21.10:33:37	38	619	1
5	2	2011-03-21.10:33:41	38	619	1
7	4	2011-03-21.10:33:45	35	615	1
7	4	2011-03-21.10:33:49	40	613	1
5	2	2011-03-21.10:33:53	37	613	1
4	2	2011-03-21.10:33:58	34	613	1
10	4	2011-03-21.10:34:02	34	622	1
11	5	2011-03-21.10:34:06	39	623	1
4	2	2011-03-21.10:34:10	36	619	1
4	2	2011-03-21.10:34:14	57	617	1
5	3	2011-03-21.10:34:18	53	617	1
5	2	2011-03-21.10:34:22	48	617	1
5	2	2011-03-21.10:34:26	48	617	1
6	3	2011-03-21.10:34:30	44	617	1
5	2	2011-03-21.10:34:34	41	617	1
4	2	2011-03-21.10:34:38	38	617	1
4	2	2011-03-21.10:34:42	35	617	1
7	3	2011-03-21.10:34:47	35	615	1
6	3	2011-03-21.10:34:51	32	615	1
5	2	2011-03-21.10:34:55	37	615	1
